"","Group","Time","ATTgt","SE","SimultCI95_Bot","SimultCI95_Top"
"1","14","2","0.00955186258418585","0.189574539688831","-1.65827600610178","1.67737973127015"
"2","14","3","0.0324761700034955","0.204542194028026","-1.76703325822493","1.83198559823192"
"3","14","4","0.225355232526549","0.206804170339772","-1.59405447944899","2.04476494450209"
"4","14","5","-0.199274377779469","0.215698526972124","-2.09693434366473","1.69838558810579"
"5","14","6","0.111849184370682","0.135658001262897","-1.08163489575881","1.30533326450017"
"6","14","7","-0.0821014220999716","0.161813087292095","-1.50569119816826","1.34148835396831"
"7","14","8","0.125495939529876","0.296439364623076","-2.48250107581541","2.73349295487516"
"8","14","9","-0.101180843859398","0.121259860322079","-1.16799379632701","0.965632108608219"
"9","14","10","-0.120331787349962","0.0794779006188917","-0.819557842781344","0.578894268081419"
"10","14","11","0.244151777517973","0.220266153812891","-1.69369299035226","2.18199654538821"
"11","14","12","0.0794710050756099","0.09065607397535","-0.718097734323277","0.877039744474497"
"12","14","13","-0.220702021627848","0.32827480534379","-3.10877902731919","2.66737498406349"
"13","14","14","-0.0149325084958401","0.109708295661113","-0.98011777667573","0.950252759684049"
"14","14","15","0.0613191372961358","0.0250258454762781","-0.158851791728804","0.281490066321075"
"15","14","16","0.0764486960642817","0.105944978331233","-0.855627877605339","1.0085252697339"
"16","14","17","-0.00346730233054626","0.128150042683015","-1.13089830076973","1.12396369610864"
"17","14","18","-0.0764080611068216","0.0513466176081106","-0.528142349635936","0.375326227422292"
"18","14","19","-0.100548952171351","0.135016289636899","-1.28838741904889","1.08728951470619"
"19","14","20","-0.0329358154901008","0.0729538923791872","-0.674765330354505","0.608893699374303"
"20","14","21","-0.172736471709908","0.374690171892568","-3.46916389192628","3.12369094850646"
"21","14","22","0.126967480278149","0.147025798117024","-1.1665275424072","1.4204625029635"
"22","14","23","-0.432344690909084","0.376181725936618","-3.74189441861675","2.87720503679858"
"23","14","24","-0.119565138930656","0.131940652251959","-1.28034494195494","1.04121466409363"
"24","14","25","-0.265142953409968","0.119328247504421","-1.31496207488061","0.784676168060671"
"25","14","26","-0.125326492828377","0.241165782403751","-2.24704079859245","1.9963878129357"
"26","14","27","-0.121149345812622","0.141714173032554","-1.3679140619999","1.12561537037466"
"27","14","28","-0.260362504438911","0.236095591497497","-2.33747057928775","1.81674557040993"
"28","14","29","-0.0236368006211555","0.0932421879845842","-0.843957503565779","0.796683902323468"
"29","14","30","-0.123357579990415","0.140896519416243","-1.36292879070774","1.11621363072691"
"30","14","31","-0.447564207841715","0.477274235021091","-4.64649973726739","3.75137132158396"
"31","14","32","-0.816523400623536","0.78521891613266","-7.72467675019802","6.09162994895095"
"32","14","33","-0.86275343271583","0.902072218837208","-8.79895197822506","7.0734451127934"
"33","14","34","-0.71548309627272","0.751345667544913","-7.32562834787","5.89466215532456"
"34","14","35","-0.24937542697002","0.296427956266108","-2.85727207453533","2.3585212205953"
"35","14","36","-0.073660953298998","0.189357084319603","-1.73957570577438","1.59225379917638"
"36","14","37","-0.131215399121882","0.0577768651156178","-0.639521345496888","0.377090547253124"
"37","14","38","-0.00700384407032387","0.0638907196986959","-0.56909790500696","0.555090216866312"
"38","14","39","0.102225292975885","0.0732747758845727","-0.542427272144962","0.746877858096732"
"39","14","40","0.0729467740291197","0.0823015238656363","-0.651120789915589","0.797014337973828"
"40","14","41","0.0620594825472347","0.0738306392703843","-0.587483425166876","0.711602390261346"
"41","14","42","-0.053527986062091","0.0666605977279153","-0.639990718960562","0.53293474683638"
"42","14","43","-0.051763155573224","0.0638371233902375","-0.613385690021903","0.509859378875455"
"43","14","44","0.0330489198709385","0.0344703221175709","-0.270212076909707","0.336309916651584"
"44","14","45","-0.0563827357898173","0.17501071490059","-1.5960818330893","1.48331636150966"
"45","14","46","-0.359087325068741","0.278737011441329","-2.81134360631386","2.09316895617638"
"46","14","47","-0.110691716423317","0.125863596191263","-1.21800714878774","0.996623715941107"
"47","14","48","0.058106195306294","0.0895504916317448","-0.729735915997816","0.845948306610404"
"48","14","49","-0.208709917336804","0.191389657848683","-1.89250672708905","1.47508689241544"
"49","14","50","0.0243064168914987","0.0360218746774058","-0.292604738835972","0.34121757261897"
"50","14","51","-0.106603826370434","0.14153507688187","-1.35179290085089","1.13858524811002"
"51","14","52","-0.111792126607146","0.172531413002209","-1.62967896574268","1.40609471252838"
"52","14","53","-0.112720378800739","0.145645897190213","-1.39407538930123","1.16863463169975"
"53","14","54","-0.100016636150597","0.134362704143867","-1.28210502655881","1.08207175425762"
"54","14","55","-0.176020982281532","0.227757912917634","-2.17977631304107","1.82773434847801"
"55","14","56","-0.310882034184489","0.306094026560112","-3.00381827326604","2.38205420489706"
"56","14","57","-0.120674170294699","0.111455946049387","-1.10123481550079","0.85988647491139"
"57","14","58","-0.0702602418878431","0.143552913492146","-1.33320172203731","1.19268123826162"
"58","14","59","-0.0648189997619348","0.0828928579728425","-0.794088968551312","0.664450969027443"
"59","14","60","-0.0781593464697826","0.0386443946543509","-0.418142756050087","0.261824063110521"
"60","14","61","-0.121814097910238","0.0996327898373697","-0.998357666463537","0.754729470643062"
"61","14","62","-0.0524489582084889","0.0408265901222781","-0.411630760264402","0.306732843847424"
"62","14","63","-0.000792663946100267","0.0635206898428255","-0.559631297719998","0.558045969827798"
"63","14","64","-0.122686474148547","0.053741172210986","-0.595487436010067","0.350114487712973"
"64","14","65","-0.0102599265360802","0.140135483754458","-1.24313574193359","1.22261588886143"
"65","14","66","-0.0388309290581089","0.0768246639450751","-0.714714493065935","0.637052634949718"
"66","14","67","-0.0348867596445959","0.0502936216071432","-0.477357061148285","0.407583541859093"
"67","14","68","0.0124244198178102","0.0639651732853206","-0.550324664556573","0.575173504192193"
"68","14","69","0.0853691342775669","0.0626305232303066","-0.465638043402229","0.636376311957363"
"69","14","70","0.0185650464951498","0.0638331469507779","-0.543022504265531","0.58015259725583"
"70","14","71","-0.0952414164427892","0.0813781766735669","-0.811185610118821","0.620702777233243"
"71","14","72","0.0151316183375089","0.0199736491560714","-0.160591391495622","0.19085462817064"
"72","15","2","0.146252667858654","0.297088642234499","-2.46745652432548","2.75996186004278"
"73","15","3","-0.183288154159776","0.320401351956189","-3.00209654918117","2.63552024086162"
"74","15","4","0.359377182431626","0.398005234160935","-3.14217013772046","3.86092450258371"
"75","15","5","-0.0480259022627292","0.214943537512932","-1.93904366575798","1.84299186123252"
"76","15","6","0.116771770599262","0.11444999975403","-0.890129786298569","1.12367332749709"
"77","15","7","-0.366153726232065","0.397632185999007","-3.86441906494378","3.13211161247964"
